,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
2720,Apartment for Sale in Trident Grand Residence - Dubai Marina,1 Bed Plus Study | Full Sea Views | Vacant,Apartment,1184 sqft / 110 sqm,1,1,1495000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,PJM192232,367778182,more than 6 months ago,Ready,,BROKER LLC,26112019,106,,Land,dubai marina,trident grand residence,,0.0,0.0
2721,Apartment for Sale in Al Majara 2 - Al Majara,Upgraded | Ground Floor | Great Location,Apartment,1302 sqft / 121 sqm,2,3,1589950.0,Al Majara 2 4.1 /55 Reviews Dubai - Dubai Marina - Al Majara,ES-11706,1130636006,more than 6 months ago,Ready,,ESPACE REAL ESTATE BROKER,17092019,G08,Al Majara 2 2,Unit,dubai marina,al majara,al majara 2,0.75,0.6
2722,Apartment for Sale in The Belvedere - Dubai Marina,One Bedroom | Furnished | Over 1000 SqFt,Apartment,1023 sqft / 95 sqm,1,2,700000.0,The Belvedere Dubai - Dubai Marina,SUP181119,177833827,more than 6 months ago,Ready,,BROKER LLC,7052020,407,BELVEDERE,Unit,dubai marina,the belvedere,,0.4,0.25
2723,Penthouse for Sale in Emirates Crown - Dubai Marina,Panoramic View | High Floor | Upgraded | Spacious,Penthouse,7685 sqft / 714 sqm,4 + Maid,5,11000000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,AP315255,144580368,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,5902,EMIRATES CROWN TOWER,Unit,dubai marina,emirates crown,,0.57,0.4
2724,Apartment for Sale in Damac Heights - Dubai Marina,Sea View | High Floor | 02 Type,Apartment,774 sqft / 72 sqm,1,2,1149999.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,fc-1850290,10695850,more than 6 months ago,Ready,,F C PROPERTIES LLC,18052020,1107,UPPER CREST,Unit,dubai marina,damac heights,,0.0,0.0
2725,Apartment for Sale in Al Mesk Tower - Emaar 6 Towers,Full Renovated - No commission just pay a fix fee,Apartment,3277 sqft / 304 sqm,5 + Maid,4,5500000.0,Al Mesk Tower 4.6 /53 Reviews Dubai - Dubai Marina - Emaar 6 Towers,zgc-1778911,1390080682,more than 6 months ago,Ready,,HOUSESS GLOBAL REAL ESTATE,2092019,3402,DM MESK,Unit,dubai marina,emaar 6 towers,al mesk tower,0.2,0.11
2726,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Stunning! Studio Apt | Marina Lake Views,Apartment,545 sqft / 51 sqm,studio,2,850000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,achiever-1845133,1655282063,more than 6 months ago,Ready,,ACHIEVER PROPERTIES,10022020,2610,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
2727,Apartment for Sale in Trident Grand Residence - Dubai Marina,Maid's |Partial Sea View | Rented | Balcony,Apartment,2173 sqft / 202 sqm,3 + Maid,4,2175000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,BHM-S-171732,355547062,more than 6 months ago,Ready,,BETTER HOMES LLC,21052020,1004,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2728,Apartment for Sale in The Address Jumeirah Resort and Spa - Dubai Marina,Type R1A 1 Bed with Marina View,Apartment,706 sqft / 66 sqm,1,1,1300000.0,The Address Jumeirah Resort and Spa Dubai - Dubai Marina,UP-S-9404,621138220,more than 6 months ago,Off-plan,,UNIQUE PROPERTIES BROKER,21122019,1405,Jumeirah Gate Tower 1 Jumeirah Gate Tower 1,Unit,dubai marina,the address jumeirah resort and spa,,0.17,0.09
2729,Apartment for Sale in 23 Marina - Dubai Marina,Exclusive I Cheapest in the Market I Vacant in Sep,Apartment,2161 sqft / 201 sqm,3 + Maid,4,1350000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,OBG-S-16662,682934616,more than 6 months ago,Ready,,O B G PROPERTY MANAGEMENT LLC,28012020,1606,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
2730,Apartment for Sale in The Torch - Dubai Marina,1-Bed | with Laundry room | Torch Tower,Apartment,978 sqft / 91 sqm,1,2,699999.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,RO-S-4940,698434332,more than 6 months ago,,,ROCKY REAL ESTATE BROKERAGE LLC,20102019,1508,Torch Tower,Unit,dubai marina,the torch,,0.33,0.2
2731,Apartment for Sale in Aurora Tower - Marina Promenade,Large 2 BR |Full Marina View | Marina Promenade,Apartment,1405 sqft / 131 sqm,2,2,2200000.0,Aurora Tower 3.9 /53 Reviews Dubai - Dubai Marina - Marina Promenade,AP19417,796857753,more than 6 months ago,Ready,,HAMPTONS INTERNATIONAL DUBAI LLC,23052020,2105,AURORA W1 W1,Unit,dubai marina,marina promenade,aurora tower,0.29,0.17
2732,Apartment for Sale in Elite Residence - Dubai Marina,Vacant Now Top Quality High Floor 1BR|Dubai Marina,Apartment,736 sqft / 68 sqm,1,2,750000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,RC-S-13743,315896963,more than 6 months ago,Ready,,LLC,23112019,2802,MANCHESTER,Unit,dubai marina,elite residence,,0.0,0.0
2733,Apartment for Sale in Sanibel Tower - Park Island,Well maintained 1-BR | Vacant| Low Floor,Apartment,923 sqft / 86 sqm,1,2,1350000.0,Sanibel Tower 4.8 /53 Reviews Dubai - Dubai Marina - Park Island,countryhome-1830282,804754861,more than 6 months ago,,,EST,6042020,UG06,PARK ISLAND SANIBEL,Unit,dubai marina,park island,sanibel tower,0.67,0.5
2734,Apartment for Sale in Marina Gate 1 - Marina Gate,High Floor | luxury living | Amazing 1 Bedroom,Apartment,835 sqft / 78 sqm,1,2,1185000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,fc-1833255,313381758,more than 6 months ago,Ready,,F C PROPERTIES LLC,18052020,4407,THE RESIDENCES AT 1 MARINA GATE 1,Unit,dubai marina,marina gate,marina gate 1,0.6,0.43
2735,Apartment for Sale in Silverene Tower A - Silverene,Vacant On Transfer | Fully Furnished | 2-Bed,Apartment,1067 sqft / 99 sqm,2,2,1600000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,RO-S-4923,753678155,more than 6 months ago,Ready,,ROCKY REAL ESTATE BROKERAGE LLC,24052020,901,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
2736,Apartment for Sale in Manchester Tower - Dubai Marina,Vacant | Negotiable | Great Investment,Apartment,337 sqft / 31 sqm,studio,1,385000.0,Manchester Tower 3.0 /58 Reviews Dubai - Dubai Marina,BHM-S-171698,694500807,more than 6 months ago,Ready,,BETTER HOMES LLC,28052020,1,MANCHESTER,Building,dubai marina,manchester tower,,0.4,0.25
2737,Apartment for Sale in DEC Tower 1 - DEC Towers,Vacant | Marina View | Bright apartment,Apartment,1500 sqft / 139 sqm,2,3,795000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,castles-1832805,159757465,more than 6 months ago,Ready,,CASTLES PLAZA REAL ESTATE,7112019,T11402,DEC TOWERS T1 1,Unit,dubai marina,dec towers,dec tower 1,0.6,0.43
2738,Apartment for Sale in MAG 218 - Dubai Marina,High floor-Fully Upgraded-06 Series-Must See!,Apartment,1779 sqft / 165 sqm,2,3,1550000.0,MAG 218 3.7 /59 Reviews Dubai - Dubai Marina,BVR-S-MG06,1724010043,more than 6 months ago,,,BELLEVIEW REAL ESTATE BROKER,8012020,3306,MAG218 218,Unit,dubai marina,mag 218,,0.33,0.2
2739,Apartment for Sale in The Waves Tower A - The Waves,High Floor| Well Maintained| Large| 1BR 2Bath,Apartment,1030 sqft / 96 sqm,1,2,830000.0,The Waves Tower A Dubai - Dubai Marina - The Waves,PRM-S-1547,1546000222,more than 6 months ago,Ready,,PROPERTY MATTERS,15082020,A121,THE WAVES A A,Unit,dubai marina,the waves,the waves tower a,0.67,0.5
2740,Apartment for Sale in Westside Marina - Dubai Marina,Great Size | Unfurnished | Partial Marina View,Apartment,1009 sqft / 94 sqm,1,1,720000.0,Westside Marina Dubai - Dubai Marina,BHM-S-171686,1557343393,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,506,Westside Marina,Unit,dubai marina,westside marina,,0.8,0.67
2741,Apartment for Sale in Continental Tower - Dubai Marina,Bright 1BR 1 Balcony Rented for 70K Low Floor,Apartment,705 sqft / 65 sqm,1 + Maid,2,875000.0,Continental Tower Dubai - Dubai Marina,albishri-1829670,556635559,more than 6 months ago,Ready,,AL BISHRI REAL ESTATE,3082020,2,D1 D1,Building,dubai marina,continental tower,,0.0,0.0
2742,Apartment for Sale in Continental Tower - Dubai Marina,FULL MARINA VIEW HUGE BALCONY MID FLOOR,Apartment,950 sqft / 88 sqm,1,2,999999.0,Continental Tower Dubai - Dubai Marina,albishri-1829666,680904237,more than 6 months ago,Ready,,AL BISHRI REAL ESTATE,3082020,1,UPPER CREST,Building,dubai marina,continental tower,,0.0,0.0
2743,Apartment for Sale in Continental Tower - Dubai Marina,Breathtaking Marina View|Brand New|2BR+M,Apartment,1292 sqft / 120 sqm,2,4,1700000.0,Continental Tower Dubai - Dubai Marina,albishri-1829619,1545065427,more than 6 months ago,Ready,,AL BISHRI REAL ESTATE,3082020,1167,,Land,dubai marina,continental tower,,0.0,0.0
2744,Apartment for Sale in Continental Tower - Dubai Marina,Full Marina View | Bright | Brand New 03,Apartment,1308 sqft / 122 sqm,2 + Maid,4,1750000.0,Continental Tower Dubai - Dubai Marina,albishri-1829605,1653951141,more than 6 months ago,Ready,,AL BISHRI REAL ESTATE,3082020,2,Murjan 2 2,Building,dubai marina,continental tower,,0.0,0.0
2745,Apartment for Sale in Marina Pinnacle - Dubai Marina,Genuine Listing | Net 9% ROI |Rented 1BR |Pinnacle,Apartment,761 sqft / 71 sqm,1,2,560000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,AZR-S-1172,2063832110,more than 6 months ago,Ready,,A Z U R PROPERTIES,10052020,3005,Marina Pinnacle,Unit,dubai marina,marina pinnacle,,0.8,0.67
2746,Apartment for Sale in Damac Heights - Dubai Marina,High Floor One Bedroom Fendi Marina View,Apartment,950 sqft / 88 sqm,1,2,1300000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,A1389337,1361150247,more than 6 months ago,,,PRIME LINKS REAL ESTATE BROKERS,27012020,4508,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
2747,Apartment for Sale in Damac Heights - Dubai Marina,One Bedroom Fendi Marina View with Balcony,Apartment,954 sqft / 89 sqm,1,2,1300000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,A1350495,421778963,more than 6 months ago,,,PRIME LINKS REAL ESTATE BROKERS,27012020,4507,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
2748,Apartment for Sale in Trident Bayside - Dubai Marina,Upgraded & Unique| 2 parkings | Full Marina View,Apartment,2328 sqft / 216 sqm,2 + Maid,3,2200000.0,Trident Bayside 4.5 /54 Reviews Dubai - Dubai Marina,blp-1827138,1237261252,more than 6 months ago,Ready,,BEST LUXURY PROPERTIES LLC,14072020,701,BAYSIDE,Unit,dubai marina,trident bayside,,0.4,0.25
2749,Apartment for Sale in MAG 218 - Dubai Marina,2 Beds | Vacant on Transfer | 1 -723 Sq.Ft,Apartment,1723 sqft / 160 sqm,2,2,1340000.0,MAG 218 3.7 /59 Reviews Dubai - Dubai Marina,DUB690291,877197284,more than 6 months ago,Ready,,BROKER LLC,28112019,605,MAG218 218,Unit,dubai marina,mag 218,,0.33,0.2
2750,Apartment for Sale in DEC Tower 2 - DEC Towers,Spacious | Bright | Vacant on Transfer,Apartment,1491 sqft / 139 sqm,2,3,880000.0,DEC Tower 2 Dubai - Dubai Marina - DEC Towers,EVO-S-14829,1365879369,more than 6 months ago,Ready,,EV REAL ESTATE BROKERAGE LLC,18052020,T2303,DEC TOWERS T2 2,Unit,dubai marina,dec towers,dec tower 2,0.6,0.43
2751,Apartment for Sale in Orra Marina - Dubai Marina,Full Marina View | 2 Bedroom | Unfurnished,Apartment,1325 sqft / 123 sqm,2,3,1595000.0,Orra Marina 3.4 /58 Reviews Dubai - Dubai Marina,BHM-S-171657,1144319188,more than 6 months ago,Ready,,BETTER HOMES LLC,28052020,1206,Orra Marina,Unit,dubai marina,orra marina,,0.8,0.67
2752,Apartment for Sale in Marina Quay West - Marina Quays,Ready to move in unit & negotiable price,Apartment,761 sqft / 71 sqm,1,1,920000.0,Marina Quay West 3.7 /59 Reviews Dubai - Dubai Marina - Marina Quays,BKM1,622490919,more than 6 months ago,Ready,,VALORAN REAL ESTATE BROKERS,22042020,1808,Marina Quay West,Unit,dubai marina,marina quays,marina quay west,0.75,0.6
2753,Apartment for Sale in Marina Wharf 2 - Marina Wharf,Brand New Apartment | Marina View | Vacant,Apartment,759 sqft / 71 sqm,2,2,850000.0,Marina Wharf 2 4.0 /53 Reviews Dubai - Dubai Marina - Marina Wharf,BHM-S-171621,1481968618,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,1004,MARINA WHARF II II,Unit,dubai marina,marina wharf,marina wharf 2,0.57,0.4
2754,Apartment for Sale in Bonaire Tower - Park Island,Furnished 2BR w/ Amazing Marina + Sea View.,Apartment,1401 sqft / 130 sqm,2,3,1900000.0,Bonaire Tower Dubai - Dubai Marina - Park Island,OBG-S-16644,812358101,more than 6 months ago,Ready,,O B G REAL ESTATE BROKER,27052020,3104,PARK ISLAND BONAIRE,Unit,dubai marina,park island,bonaire tower,0.67,0.5
2755,Apartment for Sale in Bay Central West - Bay Central,High floor - Studio Unfurnished w/ Balcony.,Apartment,445 sqft / 41 sqm,studio,1,725000.0,Bay Central West 3.9 /517 Reviews Dubai - Dubai Marina - Bay Central,OBG-S-16643,1522976298,more than 6 months ago,Ready,,O B G REAL ESTATE BROKER,27052020,2305,BAY CENTRAL 2 2,Unit,dubai marina,bay central,bay central west,0.5,0.33
2756,Apartment for Sale in DEC Tower 1 - DEC Towers,Perfectly Priced Studio For Sale In DEC Tower 1,Apartment,505 sqft / 47 sqm,studio,1,415000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,mnt-1815293,890704857,more than 6 months ago,Ready,,M AND T REALTY REAL ESTATE BROKERS,23022020,P137,DEC TOWERS T1 1,Unit,dubai marina,dec towers,dec tower 1,0.6,0.43
2757,Apartment for Sale in Marina Gate 1 - Marina Gate,New Furnished Apartment| Spectacular location,Apartment,1395 sqft / 130 sqm,2,3,1700000.0,Marina Gate 1 3.3 /54 Reviews Dubai - Dubai Marina - Marina Gate,UP-S-9587,1133521040,more than 6 months ago,Ready,,UNIQUE PROPERTIES BROKER,23092019,4206,THE RESIDENCES AT 1 MARINA GATE 1,Unit,dubai marina,marina gate,marina gate 1,0.6,0.43
2758,Apartment for Sale in LIV Residence - Dubai Marina,Last building with Full Marina Views|Booking open,Apartment,461 sqft / 43 sqm,studio,1,837500.0,LIV Residence Dubai - Dubai Marina,AE-S-3580,804862527,more than 6 months ago,Off-plan,,() (LLC),21112019,3659,,Land,dubai marina,liv residence,,0.0,0.0
2759,Apartment for Sale in Damac Heights - Dubai Marina,BrandNew|Full Sea & Palm View|High Floor,Apartment,1339 sqft / 124 sqm,2,2,1800000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,ZPS-1788736,96029965,more than 6 months ago,Ready,,ZOOMA PROPERTIES EST,7012020,3101,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
2760,Apartment for Sale in Botanica Tower - Dubai Marina,Fully Furnished | 1 BR | Ready to Move In | Vacant,Apartment,718 sqft / 67 sqm,1,2,880000.0,Botanica Tower 3.7 /53 Reviews Dubai - Dubai Marina,AP-S-21383,1690245885,more than 6 months ago,Ready,,ASTON PEARL REAL ESTATE BROKER,22052020,1,BOTANICA TOWER1 1,Building,dubai marina,botanica tower,,0.29,0.17
2761,Apartment for Sale in Beauport Tower - Marina Promenade,Superb cheapest 1 Bed in Beauport Tower,Apartment,989 sqft / 92 sqm,1,1,1100000.0,Beauport Tower Dubai - Dubai Marina - Marina Promenade,TK1802,1715805061,more than 6 months ago,Ready,,HOME ZONE REAL ESTATE,28112019,1711,MURANO RESIDENCE 1 MURANO RESIDENCE 1 GPD GHREIWATI PROPERTY,,dubai marina,marina promenade,beauport tower,0.0,0.0
2762,Hotel & Hotel Apartment for Sale in Wyndham Dubai Marina - Dubai Marina,1BR Hotel Apt - Marina View - Great Deal !,Hotel & Hotel Apartment,615 sqft / 57 sqm,1,1,760000.0,Wyndham Dubai Marina Dubai - Dubai Marina,AP-S-21543,2075500617,more than 6 months ago,Ready,,ASTON PEARL REAL ESTATE BROKER,27112019,1,TFG MARINA ..,Building,dubai marina,wyndham marina dubai,,0.33,0.2
2763,Apartment for Sale in Sparkle Tower 2 - Sparkle Towers,RESALE! | Amazing Location | Best Price,Apartment,826 sqft / 77 sqm,1,2,1160000.0,Sparkle Tower 2 Dubai - Dubai Marina - Sparkle Towers,propertyavenue-1817205,1162165006,more than 6 months ago,Ready,,BROKERAGE LLC,21112019,2402,Sparkle Tower 2 2,Unit,dubai marina,sparkle towers,sparkle tower 2,0.67,0.5
2764,Penthouse for Sale in The Waves Tower A - The Waves,Top floor triplex Full Marina views,Penthouse,3594 sqft / 334 sqm,4,5,2950000.0,The Waves Tower A Dubai - Dubai Marina - The Waves,GS-S-26023,565157717,more than 6 months ago,Ready,,HIGH END REAL ESTATE LLC,10052020,28,,Land,dubai marina,the waves,the waves tower a,0.0,0.0
2765,Apartment for Sale in The Royal Oceanic - Oceanic,Partial Sea and Marina View | Extensive Balcony,Apartment,1338 sqft / 124 sqm,2,3,1300000.0,The Royal Oceanic Dubai - Dubai Marina - Oceanic,baroma-1816304,324490944,more than 6 months ago,,,BAROMA PROPERTIES EST,5062020,2303,ROYAL OCEANIC1 1,Unit,dubai marina,oceanic,the royal oceanic,0.25,0.14
2766,Apartment for Sale in Vida Residences Dubai Marina - Dubai Marina,Furnished 3 Bed Apartment in Vida | Marina Facing,Apartment,1674 sqft / 156 sqm,3,4,3436888.0,Vida Residences Dubai Marina Dubai - Dubai Marina,6464,716310545,more than 6 months ago,Off-plan,,LXT REAL ESTATE BROKER LLC,14112019,182,,Land,dubai marina,vida residences marina dubai,,0.0,0.0
2767,Apartment for Sale in The Address Dubai Marina - Dubai Marina,1 Bedroom | Marina View | 5 * Facilities,Apartment,880 sqft / 82 sqm,1,2,1400000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,DUB196541,1589119080,more than 6 months ago,Ready,,BROKER LLC,28112019,1614,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
2768,Apartment for Sale in Princess Tower - Dubai Marina,High floor renovated Full sea and Palm view,Apartment,3179 sqft / 295 sqm,4,,3100000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,GS-S-26022,1769011244,more than 6 months ago,Ready,,HIGH END REAL ESTATE LLC,10052020,22,,Land,dubai marina,princess tower,,0.0,0.0
2769,Apartment for Sale in Al Majara 3 - Al Majara,Fully Upgraded | Fully Furnished | Vacant,Apartment,1385 sqft / 129 sqm,2,3,2175000.0,Al Majara 3 Dubai - Dubai Marina - Al Majara,APM336444,315303445,more than 6 months ago,Ready,,BETTER HOMES LLC,21052020,204,Al Majara 3 3,Unit,dubai marina,al majara,al majara 3,0.75,0.6
2770,Apartment for Sale in MAG 218 - Dubai Marina,Best Invest! 1BR - mid floor - great view.,Apartment,845 sqft / 79 sqm,1,2,850000.0,MAG 218 3.7 /59 Reviews Dubai - Dubai Marina,OBG-S-16633,1024968112,more than 6 months ago,Ready,,O B G REAL ESTATE BROKER,27052020,1809,MAG218 218,Unit,dubai marina,mag 218,,0.33,0.2
2771,Apartment for Sale in Escan Tower - Dubai Marina,1BR Escan Tower Marina - Best Price,Apartment,870 sqft / 81 sqm,1,2,645000.0,Escan Tower 2.4 /516 Reviews Dubai - Dubai Marina,ADM192699,1196272453,more than 6 months ago,Ready,,H M S HOMES REAL ESTATE,13052020,127,,Land,dubai marina,escan tower,,0.0,0.0
2772,Apartment for Sale in Bay Central West - Bay Central,Best deal 2 BR Bay Central West. Pool/Marina View,Apartment,1115 sqft / 104 sqm,2,2,1150000.0,Bay Central West 3.9 /517 Reviews Dubai - Dubai Marina - Bay Central,AB-S-2970,1353279210,more than 6 months ago,Ready,,ABODE PROPERTY,16112019,2805,BAY CENTRAL 2 2,Unit,dubai marina,bay central,bay central west,0.5,0.33
2773,Apartment for Sale in 5242 - Dubai Marina,Motivated Seller|Seaside Living|Middle Floor 2BR,Apartment,1117 sqft / 104 sqm,2,2,1950000.0,5242 Dubai - Dubai Marina,RC-S-13431,1876357159,more than 6 months ago,Off-plan,,LLC,10052020,506,Al Majara 1 1,Unit,dubai marina,5242,,0.0,0.0
2774,Apartment for Sale in Elite Residence - Dubai Marina,Full Sea View | Great Value | Vacant Now,Apartment,800 sqft / 74 sqm,1,2,1000000.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,PRD-S-6639,504827188,more than 6 months ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,27102019,3712,ELITE RESIDENCE,Unit,dubai marina,elite residence,,0.67,0.5
2775,Apartment for Sale in Studio One - Dubai Marina,1BR Dubai Marina | Pay Over 2 Years | No DLD Fee,Apartment,659 sqft / 61 sqm,1,1,985000.0,Studio One Dubai - Dubai Marina,Studio One-G01,1832208035,more than 6 months ago,Ready,,SELECT GLOBAL DEVELOPMENT LLC,27112019,1776,Studio One SELECT GLOBAL,,dubai marina,studio one,,0.5,0.33
2776,Apartment for Sale in Murjan Tower - Emaar 6 Towers,Full Marina View | 2 Bed | Terrace | Vacant,Apartment,1525 sqft / 142 sqm,2,2,2250000.0,Murjan Tower 4.4 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,DUB199463,1909653801,more than 6 months ago,Ready,,BROKER LLC,17092019,1309,AL Murjan,Unit,dubai marina,emaar 6 towers,murjan tower,0.22,0.12
2777,Apartment for Sale in Delphine Tower - Marina Promenade,Brand New n Upgraded 2 BR | Chiller Free,Apartment,1331 sqft / 124 sqm,2,3,1800000.0,Delphine Tower 4.4 /52 Reviews Dubai - Dubai Marina - Marina Promenade,myhome-86603,1102152548,more than 6 months ago,Ready,,MY HOME PROPERTIES LLC,14052020,604,Delphine W3 3,Unit,dubai marina,marina promenade,delphine tower,0.25,0.14
2778,Apartment for Sale in DEC Tower 1 - DEC Towers,Extra Large | 2 BHK+Store | Hot Deal |Chiller Free,Apartment,1739 sqft / 162 sqm,2,3,835000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,ZZ/DC/02,1645313458,more than 6 months ago,Ready,,VOSTOK REAL ESTATE,19082020,T1702,DEC TOWERS T1 1,Unit,dubai marina,dec towers,dec tower 1,0.6,0.43
2779,Apartment for Sale in Damac Heights - Dubai Marina,Where the City Is Your Backyard.. What a View!,Apartment,1493 sqft / 139 sqm,2,3,2645000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,RZ-888-197,1255397884,more than 6 months ago,,,INSPIRE REAL ESTATE BROKER LLC,19082020,430,DAMAC HEIGHTS DAMAC HEIGHTS,,dubai marina,damac heights,,0.67,0.5
2780,Penthouse for Sale in Emirates Crown - Dubai Marina,Fully Upgraded Penthouse|High Floor|Great Views,Penthouse,7685 sqft / 714 sqm,4,5,11000000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,LP01555,1310588949,more than 6 months ago,Ready,,LUXURY PROPERTY LLC,15012020,2901,ROYAL OCEANIC1 1,Unit,dubai marina,emirates crown,,0.0,0.0
2781,Apartment for Sale in Trident Grand Residence - Dubai Marina,3 Bed Plus Maids | Vacant | Huge Balcony,Apartment,2173 sqft / 202 sqm,3,3,2175000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,DUB199846,1954514216,more than 6 months ago,Ready,,BROKER LLC,10062020,1004,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2782,Apartment for Sale in Vida Residences Dubai Marina - Dubai Marina,Higher Floor | 2 Bed Apt | Vida Residences Marina,Apartment,1262 sqft / 117 sqm,2,2,1675000.0,Vida Residences Dubai Marina Dubai - Dubai Marina,OE-AL-S-47,1046151639,more than 6 months ago,,,ONE EARTH REAL ESTATE BROKER,17022020,1831,VIDA Residences Dubai Marina,,dubai marina,vida residences marina dubai,,1.0,1.0
2783,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Furnished Apartment|Viewing Possible|Huge Balcony,Apartment,541 sqft / 50 sqm,studio,1,1090000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,LP03622,424888664,more than 6 months ago,Ready,,LUXURY PROPERTY LLC,15012020,3115,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
2784,Apartment for Sale in Al Majara 2 - Al Majara,Mid floor and Lovely 2 Bed with Marina View,Apartment,1578 sqft / 147 sqm,2,3,2280000.0,Al Majara 2 4.1 /55 Reviews Dubai - Dubai Marina - Al Majara,DP-S-38245,1614772840,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,1062020,702,Al Majara 2 2,Unit,dubai marina,al majara,al majara 2,0.75,0.6
2785,Apartment for Sale in LIV Residence - Dubai Marina,Resale | Marina Facing | Stunning Layout,Apartment,1270 sqft / 118 sqm,2,2,2500000.0,LIV Residence Dubai - Dubai Marina,LP03613,1045508017,more than 6 months ago,Off-plan,,LUXURY PROPERTY LLC,5122019,1827,LIV RESIDENCE L I V REAL ESTATE,,dubai marina,liv residence,,0.36,0.22
2786,Apartment for Sale in Cayan Tower - Dubai Marina,Rented Apt on High Floor Dubai Marina Sea View,Apartment,713 sqft / 66 sqm,1,2,1200000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,mountaingate-1786769,385105426,more than 6 months ago,Ready,,MOUNTAIN GATE REAL ESTATE BROKER,12012020,2606,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
2787,Apartment for Sale in Silverene Tower A - Silverene,luxury Apt With Marina View in Silverene A,Apartment,1441 sqft / 134 sqm,2,2,2200000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,mountaingate-1786818,685496373,more than 6 months ago,Ready,,MOUNTAIN GATE REAL ESTATE BROKER,12012020,704,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
2788,Apartment for Sale in Cayan Tower - Dubai Marina,Beautiful | Amazing Sea View | Unfurnished,Apartment,875 sqft / 81 sqm,1,2,1050000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,EVO-S-14739,1714953684,more than 6 months ago,Ready,,EV REAL ESTATE BROKERAGE LLC,14112019,1,CAYAN TOWER,Building,dubai marina,cayan tower,,0.67,0.5
2789,Penthouse for Sale in Le Reve - Dubai Marina,Beautifully maintained half floor Penthouse,Penthouse,6100 sqft / 567 sqm,4 + Maid,5,,Le Reve 2.6 /55 Reviews Dubai - Dubai Marina,kf-1724767,1462068850,more than 6 months ago,,,BROKERS,12042020,1101,Le Reve,Unit,dubai marina,le reve,,0.67,0.5
